id,current_word_id,next_word_id,occurrence
510,1969,42516,11
511,1969,44824,111
512,1969,47773,5033
513,1969,53199,1031
514,1969,54894,481
515,1969,55083,2486
516,1969,55422,17020
517,1977,19642,108
518,1977,30239,17938
519,1977,43529,96
520,1977,54842,139
521,1977,54894,481
522,1977,55083,2486
523,1998,50305,4216
524,2006,14299,7487
525,2006,31118,1206
526,2007,30321,834
527,2012,117,10
528,2012,1969,236
529,2012,4508,4966
530,2012,5950,1970
531,2012,13078,22
532,2012,14225,83
533,2012,21200,1154
534,2012,31714,100
535,2012,35061,3085
536,2012,37237,6438
537,2012,43529,96
538,2012,51271,431
539,2012,54842,139
540,2012,54894,481
541,2012,55083,2486
542,2012,55422,17011
543,2018,30280,16025
544,2018,53602,8974
545,2027,9209,489
546,2028,30239,17939
547,2028,48807,3359
548,2028,53593,11476
549,2032,29839,23923
550,2032,46852,184
551,2032,48068,254
552,2032,53602,8974
553,2033,18468,4932
554,2033,21034,40
555,2033,39752,5335
556,2033,56946,621
557,2059,9531,117
558,2059,14299,7489
559,2059,47773,5034
560,2059,55422,17011
561,2060,55422,17011
562,2064,4820,3026
563,2064,9531,117
564,2065,20356,18632
565,2065,36456,1661
566,2088,3142,31
567,2088,8773,4702
568,2088,10881,320
569,2088,14299,7488
570,2088,14367,37568
571,2088,14492,12323
572,2088,18468,4933
573,2088,19561,301
574,2088,20356,18632
575,2088,26550,2100
576,2088,27648,1
577,2088,29309,6348
578,2088,29524,569
579,2088,29836,89
580,2088,30239,17939
581,2088,30280,16027
582,2088,30317,1592
583,2088,37215,5
584,2088,39752,5335
585,2088,42013,9220
586,2088,44176,43
587,2088,44897,82
588,2088,46883,2545
589,2088,48927,43
590,2088,52296,2751
591,2088,52300,703
592,2088,53244,1524
593,2088,53593,11478
594,2088,53602,8975
595,2088,54293,728
596,2088,55422,17011
597,2102,47773,5033
598,2103,56949,3040
599,2157,18908,10653
600,2208,14367,37568
601,2218,14367,37568
602,2240,29836,88
603,2256,55422,17011
604,2259,14492,12322
605,2266,18908,10653
606,2266,48807,3359
607,2274,14299,7487
608,2274,42006,299
609,2275,4820,3026
610,2275,14638,521
611,2275,26381,425
612,2286,31248,124
613,2299,14367,37568
614,2299,42060,7127
615,2300,20356,18632
616,2309,4508,4966
617,2309,55422,17012
618,2310,14367,37568
619,2333,14367,37568
620,2360,22956,4
621,2363,14225,83
622,2366,14367,37568
623,2366,42060,7127
624,2414,55422,17011
625,2415,14367,37568
626,2418,14225,83
627,2418,15970,7142
628,2418,41969,996
629,2424,55422,17011
630,2427,53593,11476
631,2434,14367,37568
632,2437,8773,4702
633,2444,53602,8974
634,2449,20356,18632
635,2481,20356,18632
636,2533,26027,81
637,2546,22927,259
638,2549,53659,48
639,2551,34643,5307
640,2562,29836,88
641,2574,43671,29
642,2584,4508,4965
643,2584,14367,37571
644,2584,14516,15
645,2584,18908,10653
646,2584,22059,267
647,2584,33374,23
648,2584,40136,92
649,2584,55329,2333
650,2587,15970,7142
651,2587,20356,18632
652,2587,30999,2874
653,2587,31021,22
654,2587,42060,7127
655,2587,54993,1
656,2590,14367,37568
657,2590,18908,10653
658,2590,48359,5
659,2591,39752,5335
660,2628,15702,1046
661,2628,20356,18632
662,2628,42060,7128
663,2628,46852,184
664,2628,53199,1031
665,2641,14367,37568
666,2641,31558,1
667,2641,33380,97
668,2641,36270,2957
669,2641,39511,3
670,2641,41041,3
671,2641,42013,9219
672,2641,42060,7127
673,2641,48871,1930
674,2649,26488,12029
675,2663,14367,37568
676,2698,53602,8974
677,2724,14367,37568
678,2724,14485,138
679,2724,20356,18632
680,2724,40190,23
681,2724,42013,9221
682,2725,1748,650
683,2725,14367,37568
684,2725,39038,4530
685,2747,3324,873
686,2761,20356,18632
687,2847,55422,17011
688,2860,20356,18632
689,2867,52302,568
690,2877,10859,2933
691,2903,14492,12322
692,2903,17048,555
693,2904,14299,7487
694,2904,30239,17938
695,2904,42013,9219
696,2906,30280,16025
697,2913,53602,8974
698,2916,42013,9219
699,2919,4508,4965
700,2919,30239,17938
701,2920,53593,11476
702,2921,4627,118
703,2921,29836,89
704,2921,29839,23924
705,2921,42013,9220
706,2921,48965,143
707,2921,53602,8977
708,2962,20356,18632
709,2978,20356,18632
710,2982,34681,38
711,2983,4508,4965
712,2985,30280,16025
713,2994,42060,7127
714,3002,40114,13
715,3008,39869,297
716,3008,55253,78
717,3025,56949,3040
718,3026,30280,16025
719,3029,8968,2145
720,3029,17935,83
721,3029,31447,375
722,3029,55422,17011
723,3035,55422,17011
724,3038,55422,17011
725,3044,55422,17011
726,3046,4749,1990
727,3047,20356,18632
728,3048,14299,7487
729,3052,2088,795
730,3052,14367,37568
731,3052,20356,18632
732,3061,15970,7142
733,3061,39752,5335
734,3061,55422,17011
735,3062,13715,14
736,3062,19033,1256
737,3062,29839,23924
738,3062,55422,17011
739,3064,30239,17939
740,3066,8787,551
741,3066,20356,18632
742,3066,30239,17939
743,3066,49229,1022
744,3069,49229,1022
745,3073,3490,1
746,3075,14492,12322
747,3075,29839,23923
748,3075,30239,17938
749,3082,37237,6438
750,3086,29358,184
751,3115,51327,100
752,3121,55422,17011
753,3129,55422,17011
754,3136,4626,1204
755,3136,14367,37568
756,3140,53593,11476
757,3141,34916,994
758,3142,30280,16025
759,3142,33156,1301
760,3144,8968,2145
761,3144,14367,37568
762,3144,53602,8974
763,3146,14367,37568
764,3150,53244,1524
765,3154,30239,17938
766,3155,14492,12322
767,3155,39752,5335
768,3155,53602,8974
769,3155,55422,17011
770,3167,34964,452
771,3167,48199,2231
772,3174,4749,1990
773,3174,29836,88
774,3174,29839,23923
775,3174,42013,9219
776,3178,32579,581
777,3178,51592,95
778,3179,55037,121
779,3182,30321,834
780,3184,34964,452
781,3185,32532,4
782,3186,48886,3
783,3191,10881,320
784,3194,29839,23923
785,3198,20289,8757
786,3198,20356,18632
787,3198,31248,124
788,3198,42060,7127
789,3202,14225,83
790,3202,14367,37573
791,3202,15970,7143
792,3202,18908,10653
793,3202,19591,157
794,3202,20356,18634
795,3202,52296,2749
796,3207,14492,12322
797,3207,29839,23923
798,3210,14367,37569
799,3219,14367,37568
800,3219,52296,2749
801,3235,42013,9219
802,3274,18908,10653
803,3274,25582,8
804,3289,55422,17011
805,3303,12442,521
806,3303,30239,17938
807,3303,46883,2544
808,3303,48199,2231
809,3307,50305,4216
810,3308,50305,4216
811,3309,48199,2231
812,3321,55422,17011
813,3324,4936,625
814,3324,8773,4703
815,3324,18468,4932
816,3324,20356,18632
817,3324,29836,93
818,3324,29839,23923
819,3324,30239,17940
820,3324,30999,2875
821,3324,42128,373
822,3324,48199,2231
823,3324,48807,3359
824,3324,52296,2750
825,3324,53602,8974
826,3331,20356,18632
827,3366,29309,6347
828,3367,39752,5335
829,3392,1496,9
830,3392,4508,4965
831,3392,4820,3027
832,3392,11129,70
833,3392,14225,83
834,3392,14367,37570
835,3392,18908,10654
836,3392,20356,18635
837,3392,33520,354
838,3392,34432,96
839,3392,34643,5307
840,3392,36456,1661
841,3392,36767,4776
842,3392,42060,7127
843,3392,42257,16
844,3392,43525,81
845,3392,44263,3
846,3392,47941,193
847,3392,52181,2
848,3392,53593,11476
849,3392,54601,8
850,3392,56949,3042
851,3397,13490,6
852,3397,14367,37568
853,3397,14492,12322
854,3397,18908,10653
855,3397,20356,18633
856,3397,23333,112
857,3397,29836,88
858,3397,30280,16025
859,3397,31384,5
860,3397,34643,5307
861,3397,37012,23
862,3397,42060,7127
863,3397,54344,20
864,3397,55422,17011
865,3397,56946,624
866,3397,57020,5
867,3406,29839,23923
868,3407,55253,78
869,3449,42060,7127
870,3460,42013,9219
871,3461,39752,5335
872,3463,42060,7127
873,3463,47467,5
874,3470,15702,1046
875,3472,15744,15
876,3472,18729,2
877,3472,20356,18633
878,3472,22666,67
879,3472,26488,12029
880,3472,31470,3567
881,3472,34451,1
882,3472,34643,5307
883,3472,39752,5335
884,3472,42060,7127
885,3472,50305,4219
886,3474,14367,37568
887,3482,20356,18632
888,3483,23393,441
889,3490,14225,83
890,3528,4820,3026
891,3528,20356,18633
892,3528,36270,2957
893,3528,55422,17011
894,3531,14367,37568
895,3531,20356,18632
896,3531,47773,5034
897,3531,53235,3
898,3572,29836,88
899,3572,53593,11476
900,3575,55422,17011
901,3579,55422,17011
902,3583,14492,12322
903,3583,30280,16025
904,3587,32579,581
905,3592,48807,3359
906,3600,39752,5335
907,3613,1748,651
908,3613,4508,4965
909,3613,4627,118
910,3613,14299,7488
911,3613,14638,521
912,3613,18908,10653
913,3613,20356,18632
914,3613,34410,2412
915,3613,40852,340
916,3613,42013,9220
917,3613,47030,7
918,3613,50305,4216
919,3613,52296,2749
920,3613,53593,11476
921,3613,53602,8975
922,3613,55422,17012
923,3617,4508,4965
924,3617,55422,17011
925,3619,9209,489
926,3619,29232,735
927,3619,36767,4776
928,3619,37237,6440
929,3619,49288,369
930,3620,14299,7487
931,3620,40852,340
932,3622,4820,3026
933,3622,14367,37568
934,3622,42013,9219
935,3622,50897,45
936,3622,50903,391
937,3622,55422,17012
938,3623,4508,4965
939,3623,52296,2749
940,3624,53602,8974
941,3634,55422,17011
942,3639,37237,6438
943,3642,4508,4965
944,3642,4749,1990
945,3642,18908,10653
946,3642,20356,18632
947,3642,29836,88
948,3642,50305,4216
949,3642,52296,2749
950,3642,55422,17012
951,3643,14299,7488
952,3643,14367,37568
953,3643,20356,18634
954,3643,31572,48
955,3644,14367,37569
956,3644,14492,12322
957,3644,15970,7144
958,3644,34432,95
959,3644,55422,17011
960,3645,39038,4530
961,3646,4508,4966
962,3647,20356,18632
963,3647,24501,683
964,3671,41425,5
965,3677,8773,4702
966,3686,20356,18633
967,3686,39752,5335
968,3686,48807,3359
969,3690,39752,5335
970,3690,49288,369
971,3690,52296,2749
972,3692,30280,16025
973,3694,20356,18632
974,3694,48199,2231
975,3708,39752,5335
976,3708,40852,340
977,3717,42060,7127
978,3734,14367,37569
979,3734,14492,12322
980,3791,14367,37569
981,3792,42060,7127
982,3794,14367,37568
983,3794,19647,132
984,3794,29232,735
985,3794,29945,15
986,3794,30239,17938
987,3794,34746,545
988,3794,36303,52
989,3794,37237,6445
990,3794,38151,182
991,3794,39815,283
992,3794,40115,240
993,3794,40117,85
994,3794,40541,15
995,3794,42122,5
996,3794,44915,34
997,3794,45114,961
998,3794,50897,45
999,3794,53244,1530
1000,3794,53593,11476
1001,3794,55144,283
1002,3794,55422,17011
1003,3794,57249,979
1004,3827,55422,17011
1005,3831,14225,83
1006,3831,30239,17938
1007,3831,38130,1148
1008,3831,48478,15
1009,3912,14638,521
1010,3912,20356,18632
1011,3912,50305,4217
1012,3934,2549,32
1013,3934,6445,49
1014,3934,8886,214
1015,3934,9389,62
1016,3934,14367,37569
1017,3934,14492,12322
1018,3934,22610,213
1019,3934,24501,684
1020,3934,24507,460
1021,3934,24563,23
1022,3934,27333,1
1023,3934,30796,332
1024,3934,30819,238
1025,3934,39752,5336
1026,3940,20356,18632
1027,3940,50305,4216
1028,3942,18468,4932
1029,3942,19709,10
1030,3945,7179,5
1031,3945,46852,184
1032,3945,54889,208
1033,3971,4597,75
1034,3971,8982,178
1035,3971,56798,4
1036,3972,4508,4965
1037,3972,14299,7487
1038,3972,20356,18632
1039,3972,31118,1208
1040,3972,40852,340
1041,3972,46997,6
1042,3972,52286,963
1043,3972,52296,2749
1044,3972,53593,11476
1045,3973,14299,7488
1046,3973,14376,128
1047,3973,20356,18632
1048,3973,31118,1206
1049,3973,49229,1022
1050,3973,50305,4221
1051,3973,52458,15
1052,3973,55422,17013
1053,3974,4508,4965
1054,3974,20356,18632
1055,3998,4597,75
1056,3998,14299,7488
1057,3998,29696,170
1058,3998,36767,4776
1059,3998,40852,340
1060,3998,50305,4220
1061,3998,52296,2749
1062,4020,8943,1661
1063,4060,53593,11476
1064,4110,14492,12322
1065,4110,29839,23923
1066,4112,42013,9219
1067,4124,53593,11476
1068,4148,56946,621
1069,4257,4820,3026
1070,4257,14367,37568
1071,4257,22613,30
1072,4257,30280,16025
1073,4257,53593,11476
1074,4260,30239,17938
1075,4264,14367,37568
1076,4264,20356,18632
1077,4267,21636,8
1078,4267,22613,30
1079,4267,48698,10
1080,4267,48807,3359
1081,4267,52286,963
1082,4273,4508,4965
1083,4273,20356,18632
1084,4273,55422,17013
1085,4275,4508,4965
1086,4275,55422,17012
1087,4288,14367,37568
1088,4314,29839,23923
1089,4314,30239,17938
1090,4316,29839,23923
1091,4316,37237,6438
1092,4322,37237,6438
1093,4323,4626,1204
1094,4323,29839,23923
1095,4323,30239,17940
1096,4326,53602,8974
1097,4334,4508,4965
1098,4334,14638,521
1099,4335,14225,83
1100,4340,19033,1256
1101,4340,48263,2110
1102,4341,14299,7487
1103,4343,14476,520
1104,4343,14638,521
1105,4343,39752,5335
1106,4344,14225,83
1107,4351,42013,9219
1108,4352,26016,117
1109,4352,29836,89
1110,4352,37676,371
1111,4352,50305,4216
1112,4355,51989,273
1113,4360,30239,17938
1114,4360,30839,245
1115,4360,39038,4530
1116,4377,33156,1301
1117,4378,46883,2544
1118,4390,14367,37568
1119,4390,50305,4216
1120,4390,55422,17014
1121,4395,29836,88
1122,4417,30239,17938
1123,4419,14225,83
1124,4427,29836,88
1125,4430,8773,4702
1126,4440,16281,1
1127,4452,14492,12322
1128,4452,53593,11476
1129,4456,34785,2
1130,4484,31470,3566
1131,4508,5185,27
1132,4508,5226,16
1133,4508,5289,18
1134,4508,5537,11
1135,4508,5575,270
1136,4508,5713,4
1137,4508,5749,216
1138,4508,5950,1968
1139,4508,6319,245
1140,4508,6380,385
1141,4508,6464,126
1142,4508,6864,243
1143,4508,7818,74
1144,4508,7839,97
1145,4508,8497,4
1146,4508,9134,31
1147,4508,9278,15
1148,4508,9389,65
1149,4508,9647,31
1150,4508,9890,64
1151,4508,9947,214
1152,4508,10164,82
1153,4508,10571,96
1154,4508,10589,31
1155,4508,10816,20
1156,4508,10861,18
1157,4508,11923,7
1158,4508,12416,162
1159,4508,12974,67
1160,4508,12986,40
1161,4508,13007,19
1162,4508,13059,381
1163,4508,13126,114
1164,4508,13438,16
1165,4508,13604,7
1166,4508,14224,2
1167,4508,14376,130
1168,4508,14380,87
1169,4508,14582,69
1170,4508,14583,282
1171,4508,14927,54
1172,4508,15581,47
1173,4508,15749,120
1174,4508,18152,137
1175,4508,21724,157
1176,4508,21963,303
1177,4508,22217,31
1178,4508,22435,271
1179,4508,22451,8
1180,4508,22927,258
1181,4508,23659,9
1182,4508,24501,684
1183,4508,24633,24
1184,4508,24667,16
1185,4508,24833,165
1186,4508,25455,2
1187,4508,25572,238
1188,4508,29261,89
1189,4508,29358,184
1190,4508,29524,571
1191,4508,29696,170
1192,4508,30104,99
1193,4508,30156,23
1194,4508,30452,258
1195,4508,30563,17
1196,4508,30631,200
1197,4508,30787,15
1198,4508,30796,340
1199,4508,30819,238
1200,4508,30921,18
1201,4508,31358,3
1202,4508,31966,107
1203,4508,31994,53
1204,4508,32801,233
1205,4508,33167,810
1206,4508,33223,439
1207,4508,33261,637
1208,4508,33910,34
1209,4508,34410,2413
1210,4508,34776,14
1211,4508,34868,3
1212,4508,34874,287
1213,4508,36524,63
1214,4508,36550,57
1215,4508,36712,18
1216,4508,36733,14
1217,4508,36787,28
1218,4508,37247,112
1219,4508,37331,228
1220,4508,38097,498
1221,4508,38139,80
1222,4508,38368,173
1223,4508,38676,32
1224,4508,39038,4535
1225,4508,39100,91
1226,4508,39115,25
1227,4508,39126,452
1228,4508,39874,239
1229,4508,39924,354
1230,4508,40085,57
1231,4508,40107,45
1232,4508,40354,44
1233,4508,41421,123
1234,4508,42133,17
1235,4508,42429,3
1236,4508,42744,21
1237,4508,42988,3
1238,4508,44101,3
1239,4508,44666,23
1240,4508,44824,111
1241,4508,44989,50
1242,4508,45316,111
1243,4508,47038,282
1244,4508,47178,63
1245,4508,47264,146
1246,4508,47973,336
1247,4508,48105,12
1248,4508,48165,171
1249,4508,48657,311
1250,4508,48680,233
1251,4508,48778,33
1252,4508,48994,68
1253,4508,50924,86
1254,4508,51245,9
1255,4508,51349,1047
1256,4508,51674,27
1257,4508,52662,293
1258,4508,52694,180
1259,4508,54174,142
1260,4508,54284,6
1261,4508,55393,4
1262,4515,15970,7142
1263,4530,7321,140
1264,4530,11631,1
1265,4530,13518,30
1266,4530,14225,83
1267,4530,14289,41
1268,4530,14367,37570
1269,4530,17879,86
1270,4530,31508,369
1271,4530,32626,24
1272,4530,34643,5307
1273,4530,38746,129
1274,4531,5533,17
1275,4531,14225,83
1276,4531,22193,33
1277,4531,34643,5307
1278,4531,51538,337
1279,4534,14367,37568
1280,4567,29839,23923
1281,4580,42056,32
1282,4585,26000,254
1283,4595,4508,4965
1284,4596,39815,283
1285,4597,14225,86
1286,4597,14367,37571
1287,4597,14492,12322
1288,4597,15970,7142
1289,4598,26488,12030
1290,4598,30999,2874
1291,4598,52296,2749
1292,4599,4626,1204
1293,4599,21254,1556
1294,4599,29839,23923
1295,4599,30239,17938
1296,4600,29309,6347
1297,4600,37237,6439
1298,4601,18277,162
1299,4601,30452,254
1300,4601,53593,11476
1301,4602,5863,197
1302,4602,13728,65
1303,4602,18277,164
1304,4602,24507,460
1305,4602,29309,6348
1306,4602,37237,6438
1307,4602,40117,85
1308,4602,41406,268
1309,4602,44396,37
1310,4603,2434,8
1311,4603,4626,1204
1312,4603,5950,1970
1313,4603,15420,1462
1314,4603,15696,168
1315,4603,15970,7142
